"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Republic of Korea","ES - Survey on labor conditions by employment type","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",2038.504,,,"Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",2037.477,,,"Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",1880.739,,,"Central tendency measure: Weighted mean | Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",179.635,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",194.555,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",149.131,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",429.792,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",382.426,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",204.809,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",74.728,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",115.883,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",124.242,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",116.805,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",142.406,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",131.44,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",135.364,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",128.548,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",107.733,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",95.917,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",114.731,,"Nonstandard occupation: Including 7","Job coverage: Main job currently held | Working time arrangement coverage: Full-time workers | Working time concept: Hours actually worked | Currency: LKA - Sri Lankan rupee (LKR)","Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
"Lesotho","LFS - Integrated Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",148.886,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",1573.364,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",1238.267,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",1027.672,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",1368.589,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",814.111,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",733.896,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",564.98,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",541.865,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Lithuania","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",575.537,,,"Currency: LTU - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",5036.624,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",4857.225,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",5076.214,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",8376.128,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",5019.49,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","LFS - EU Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",2716.198,,,"Accounting concept: Net | Working time arrangement coverage: Full-time workers | Currency: LUX - Euro (EUR)","Population coverage: Nationals, residents"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",3589.372,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",2899.736,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",2998.398,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",4258.266,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",3865.7,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",3615.771,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Luxembourg","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",3949.713,,,"Currency: LUX - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",1171.312,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",1005.752,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",1174.265,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",966.832,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",942.884,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",931.721,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",681.529,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",622.495,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",550.573,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",665.846,,,"Currency: LVA - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",979.781,,,"Currency: LVA - Lats (LVL)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",769.865,,,"Currency: LVA - Lats (LVL)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Latvia","HIES - EU Statistics on Income and Living Conditions","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",670.958,,,"Currency: LVA - Lats (LVL)","Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2024",267.585,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",226.923,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",208.597,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",189.466,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",188.582,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",158.767,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",134.791,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",118.123,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",106.584,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",107.055,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",132.978,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",127.266,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2012",108.297,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2011",99.356,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Moldova","LFS - Labour Force Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2010",94.824,,,"Currency: MDA - Moldovan leu (MDL)","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",630.351,,,"Currency: MDV - Rufiyaa (MVR)","Repository: ILO-STATISTICS - Micro data processing"
"Maldives","HIES - Household Income and Expenditure Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",595.636,"Break in series",,"Currency: MDV - Rufiyaa (MVR) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2024",389.706,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2023",378.691,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2022",300.079,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2021",267.282,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2020",241.503,"Break in series",,"Currency: MEX - New Peso (MXN) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",254.881,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2018",235.386,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2017",229.67,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2016",210.259,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2015",232.038,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",265.308,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Mexico","LFS - National Occupation and Employment Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2013",261.762,,,"Currency: MEX - New Peso (MXN)","Repository: ILO-STATISTICS - Micro data processing"
"Marshall Islands","HIES - Household Income and Expenditure Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2019",408.62,,,"Currency: MHL - United States dollar (USD)","Repository: ILO-STATISTICS - Micro data processing"
"North Macedonia","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and occupation","Total","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","Currency: U.S. dollars","2014",430.819,,,"Currency: MKD - Denar (MKD)","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
